x,y,z,Yw(m)
37.5,29.5,0,19.5064
37.5,30.5,0,18.5068
37.5,31.5,0,17.5071
37.5,32.5,0,16.5076
37.5,33.5,0,15.5081
37.5,34.5,0,14.5086
37.5,35.5,0,13.5093
37.5,36.5,0,12.51
37.5,37.5,0,11.5109
37.5,38.5,0,10.5119
37.5,39.5,0,9.51315
37.5,40.5,0,8.51469
37.5,41.5,0,7.51665
37.5,42.5,0,6.5192
37.5,43.5,0,5.52268
37.5,44.5,0,4.52769
37.5,45.5,0,3.53553
37.5,46.5,0,2.54951
37.5,47.5,0,1.58114
37.5,48.5,0,9.82499e-310
38.5,0.5,0,7.37319e-313
38.5,1.5,0,1.58114
38.5,2.5,0,2.54951
38.5,3.5,0,3.53553
38.5,4.5,0,4.52769
38.5,5.5,0,5.52268
38.5,6.5,0,6.5192
38.5,7.5,0,7.51665
38.5,8.5,0,8.51469
38.5,9.5,0,9.51315
38.5,10.5,0,10.5119
38.5,11.5,0,11.5109
38.5,12.5,0,12.51
38.5,13.5,0,13.5093
38.5,14.5,0,14.5086
38.5,15.5,0,15.5081
38.5,16.5,0,16.5076
38.5,17.5,0,17.5071
38.5,18.5,0,18.5068
38.5,19.5,0,19.5064
38.5,20.5,0,20.5061
38.5,21.5,0,21.5058
38.5,22.5,0,22.5056
38.5,23.5,0,23.5053
38.5,24.5,0,24.5051
38.5,25.5,0,23.5053
38.5,26.5,0,22.5056
38.5,27.5,0,21.5058
38.5,28.5,0,20.5061
38.5,29.5,0,19.5064
38.5,30.5,0,18.5068
38.5,31.5,0,17.5071
38.5,32.5,0,16.5076
38.5,33.5,0,15.5081
38.5,34.5,0,14.5086
38.5,35.5,0,13.5093
38.5,36.5,0,12.51
38.5,37.5,0,11.5109
38.5,38.5,0,10.5119
38.5,39.5,0,9.51315
38.5,40.5,0,8.51469
38.5,41.5,0,7.51665
38.5,42.5,0,6.5192
38.5,43.5,0,5.52268
38.5,44.5,0,4.52769
38.5,45.5,0,3.53553
38.5,46.5,0,2.54951
38.5,47.5,0,1.58114
38.5,48.5,0,9.82499e-310
39.5,0.5,0,7.37319e-313
39.5,1.5,0,1.58114
39.5,2.5,0,2.54951
39.5,3.5,0,3.53553
39.5,4.5,0,4.52769
39.5,5.5,0,5.52268
39.5,6.5,0,6.5192
39.5,7.5,0,7.51665
39.5,8.5,0,8.51469
39.5,9.5,0,9.51315
39.5,10.5,0,10.5119
39.5,11.5,0,11.5109
39.5,12.5,0,12.51
39.5,13.5,0,13.5093
39.5,14.5,0,14.5086
39.5,15.5,0,15.5081
39.5,16.5,0,16.5076
39.5,17.5,0,17.5071
39.5,18.5,0,18.5068
39.5,19.5,0,19.5064
39.5,20.5,0,20.5061
39.5,21.5,0,21.5058
39.5,22.5,0,22.5056
39.5,23.5,0,23.5053
39.5,24.5,0,23.5053
39.5,25.5,0,23.5053
39.5,26.5,0,22.5056
39.5,27.5,0,21.5058
39.5,28.5,0,20.5061
39.5,29.5,0,19.5064
39.5,30.5,0,18.5068
39.5,31.5,0,17.5071
39.5,32.5,0,16.5076
39.5,33.5,0,15.5081
39.5,34.5,0,14.5086
39.5,35.5,0,13.5093
39.5,36.5,0,12.51
39.5,37.5,0,11.5109
39.5,38.5,0,10.5119
39.5,39.5,0,9.51315
39.5,40.5,0,8.51469
39.5,41.5,0,7.51665
39.5,42.5,0,6.5192
39.5,43.5,0,5.52268
39.5,44.5,0,4.52769
39.5,45.5,0,3.53553
39.5,46.5,0,2.54951
39.5,47.5,0,1.58114
39.5,48.5,0,9.82499e-310
40.5,0.5,0,7.37319e-313
40.5,1.5,0,1.58114
40.5,2.5,0,2.54951
40.5,3.5,0,3.53553
40.5,4.5,0,4.52769
40.5,5.5,0,5.52268
40.5,6.5,0,6.5192
40.5,7.5,0,7.51665
40.5,8.5,0,8.51469
40.5,9.5,0,9.51315
40.5,10.5,0,10.5119
40.5,11.5,0,11.5109
40.5,12.5,0,12.51
40.5,13.5,0,13.5093
40.5,14.5,0,14.5086
40.5,15.5,0,15.5081
40.5,16.5,0,16.5076
40.5,17.5,0,17.5071
40.5,18.5,0,18.5068
40.5,19.5,0,19.5064
40.5,20.5,0,20.5061
40.5,21.5,0,21.5058
40.5,22.5,0,22.5056
40.5,23.5,0,22.5056
40.5,24.5,0,22.5056
40.5,25.5,0,22.5056
40.5,26.5,0,22.5056
40.5,27.5,0,21.5058
40.5,28.5,0,20.5061
40.5,29.5,0,19.5064
40.5,30.5,0,18.5068
40.5,31.5,0,17.5071
40.5,32.5,0,16.5076
40.5,33.5,0,15.5081
40.5,34.5,0,14.5086
40.5,35.5,0,13.5093
40.5,36.5,0,12.51
40.5,37.5,0,11.5109
40.5,38.5,0,10.5119
40.5,39.5,0,9.51315
40.5,40.5,0,8.51469
40.5,41.5,0,7.51665
40.5,42.5,0,6.5192
40.5,43.5,0,5.52268
40.5,44.5,0,4.52769
40.5,45.5,0,3.53553
40.5,46.5,0,2.54951
40.5,47.5,0,1.58114
40.5,48.5,0,9.82499e-310
41.5,0.5,0,7.37319e-313
41.5,1.5,0,1.58114
41.5,2.5,0,2.54951
41.5,3.5,0,3.53553
41.5,4.5,0,4.52769
41.5,5.5,0,5.52268
41.5,6.5,0,6.5192
41.5,7.5,0,7.51665
41.5,8.5,0,8.51469
41.5,9.5,0,9.51315
41.5,10.5,0,10.5119
41.5,11.5,0,11.5109
41.5,12.5,0,12.51
41.5,13.5,0,13.5093
41.5,14.5,0,14.5086
41.5,15.5,0,15.5081
41.5,16.5,0,16.5076
41.5,17.5,0,17.5071
41.5,18.5,0,18.5068
41.5,19.5,0,19.5064
41.5,20.5,0,20.5061
41.5,21.5,0,21.5058
41.5,22.5,0,21.5058
41.5,23.5,0,21.5058
41.5,24.5,0,21.5058
41.5,25.5,0,21.5058
41.5,26.5,0,21.5058
41.5,27.5,0,21.5058
41.5,28.5,0,20.5061
41.5,29.5,0,19.5064
41.5,30.5,0,18.5068
41.5,31.5,0,17.5071
41.5,32.5,0,16.5076
41.5,33.5,0,15.5081
41.5,34.5,0,14.5086
41.5,35.5,0,13.5093
41.5,36.5,0,12.51
41.5,37.5,0,11.5109
41.5,38.5,0,10.5119
41.5,39.5,0,9.51315
41.5,40.5,0,8.51469
41.5,41.5,0,7.51665
41.5,42.5,0,6.5192
41.5,43.5,0,5.52268
41.5,44.5,0,4.52769
41.5,45.5,0,3.53553
41.5,46.5,0,2.54951
41.5,47.5,0,1.58114
41.5,48.5,0,9.82499e-310
42.5,0.5,0,7.37319e-313
42.5,1.5,0,1.58114
42.5,2.5,0,2.54951
42.5,3.5,0,3.53553
42.5,4.5,0,4.52769
42.5,5.5,0,5.52268
42.5,6.5,0,6.5192
42.5,7.5,0,7.51665
42.5,8.5,0,8.51469
42.5,9.5,0,9.51315
42.5,10.5,0,10.5119
42.5,11.5,0,11.5109
42.5,12.5,0,12.51
42.5,13.5,0,13.5093
42.5,14.5,0,14.5086
42.5,15.5,0,15.5081
42.5,16.5,0,16.5076
42.5,17.5,0,17.5071
42.5,18.5,0,18.5068
42.5,19.5,0,19.5064
42.5,20.5,0,20.5061
42.5,21.5,0,20.5061
42.5,22.5,0,20.5061
42.5,23.5,0,20.5061
42.5,24.5,0,20.5061
42.5,25.5,0,20.5061
42.5,26.5,0,20.5061
42.5,27.5,0,20.5061
42.5,28.5,0,20.5061
42.5,29.5,0,19.5064
42.5,30.5,0,18.5068
42.5,31.5,0,17.5071
42.5,32.5,0,16.5076
42.5,33.5,0,15.5081
42.5,34.5,0,14.5086
42.5,35.5,0,13.5093
42.5,36.5,0,12.51
42.5,37.5,0,11.5109
42.5,38.5,0,10.5119
42.5,39.5,0,9.51315
42.5,40.5,0,8.51469
42.5,41.5,0,7.51665
42.5,42.5,0,6.5192
42.5,43.5,0,5.52268
42.5,44.5,0,4.52769
42.5,45.5,0,3.53553
42.5,46.5,0,2.54951
42.5,47.5,0,1.58114
42.5,48.5,0,9.82499e-310
43.5,0.5,0,7.37319e-313
43.5,1.5,0,1.58114
43.5,2.5,0,2.54951
43.5,3.5,0,3.53553
43.5,4.5,0,4.52769
43.5,5.5,0,5.52268
43.5,6.5,0,6.5192
43.5,7.5,0,7.51665
43.5,8.5,0,8.51469
43.5,9.5,0,9.51315
43.5,10.5,0,10.5119
43.5,11.5,0,11.5109
43.5,12.5,0,12.51
43.5,13.5,0,13.5093
43.5,14.5,0,14.5086
43.5,15.5,0,15.5081
43.5,16.5,0,16.5076
43.5,17.5,0,17.5071
43.5,18.5,0,18.5068
43.5,19.5,0,19.5064
43.5,20.5,0,19.5064
43.5,21.5,0,19.5064
43.5,22.5,0,19.5064
43.5,23.5,0,19.5064
43.5,24.5,0,19.5064
43.5,25.5,0,19.5064
43.5,26.5,0,19.5064
43.5,27.5,0,19.5064
43.5,28.5,0,19.5064
43.5,29.5,0,19.5064
43.5,30.5,0,18.5068
43.5,31.5,0,17.5071
43.5,32.5,0,16.5076
43.5,33.5,0,15.5081
43.5,34.5,0,14.5086
43.5,35.5,0,13.5093
43.5,36.5,0,12.51
43.5,37.5,0,11.5109
43.5,38.5,0,10.5119
43.5,39.5,0,9.51315
43.5,40.5,0,8.51469
43.5,41.5,0,7.51665
43.5,42.5,0,6.5192
43.5,43.5,0,5.52268
43.5,44.5,0,4.52769
43.5,45.5,0,3.53553
43.5,46.5,0,2.54951
43.5,47.5,0,1.58114
43.5,48.5,0,9.82499e-310
44.5,0.5,0,7.37319e-313
44.5,1.5,0,1.58114
44.5,2.5,0,2.54951
44.5,3.5,0,3.53553
44.5,4.5,0,4.52769
44.5,5.5,0,5.52268
44.5,6.5,0,6.5192
44.5,7.5,0,7.51665
44.5,8.5,0,8.51469
44.5,9.5,0,9.51315
44.5,10.5,0,10.5119
44.5,11.5,0,11.5109
44.5,12.5,0,12.51
44.5,13.5,0,13.5093
44.5,14.5,0,14.5086
44.5,15.5,0,15.5081
44.5,16.5,0,16.5076
44.5,17.5,0,17.5071
44.5,18.5,0,18.5068
44.5,19.5,0,18.5068
44.5,20.5,0,18.5068
44.5,21.5,0,18.5068
44.5,22.5,0,18.5068
44.5,23.5,0,18.5068
44.5,24.5,0,18.5068
44.5,25.5,0,18.5068
44.5,26.5,0,18.5068
44.5,27.5,0,18.5068
44.5,28.5,0,18.5068
44.5,29.5,0,18.5068
44.5,30.5,0,18.5068
44.5,31.5,0,17.5071
44.5,32.5,0,16.5076
44.5,33.5,0,15.5081
44.5,34.5,0,14.5086
44.5,35.5,0,13.5093
44.5,36.5,0,12.51
44.5,37.5,0,11.5109
44.5,38.5,0,10.5119
44.5,39.5,0,9.51315
44.5,40.5,0,8.51469
44.5,41.5,0,7.51665
44.5,42.5,0,6.5192
44.5,43.5,0,5.52268
44.5,44.5,0,4.52769
44.5,45.5,0,3.53553
44.5,46.5,0,2.54951
44.5,47.5,0,1.58114
44.5,48.5,0,9.82499e-310
45.5,0.5,0,7.37319e-313
45.5,1.5,0,1.58114
45.5,2.5,0,2.54951
45.5,3.5,0,3.53553
45.5,4.5,0,4.52769
45.5,5.5,0,5.52268
45.5,6.5,0,6.5192
45.5,7.5,0,7.51665
45.5,8.5,0,8.51469
45.5,9.5,0,9.51315
45.5,10.5,0,10.5119
45.5,11.5,0,11.5109
45.5,12.5,0,12.51
45.5,13.5,0,13.5093
45.5,14.5,0,14.5086
45.5,15.5,0,15.5081
45.5,16.5,0,16.5076
45.5,17.5,0,17.5071
45.5,18.5,0,17.5071
45.5,19.5,0,17.5071
45.5,20.5,0,17.5071
45.5,21.5,0,17.5071
45.5,22.5,0,17.5071
45.5,23.5,0,17.5071
45.5,24.5,0,17.5071
45.5,25.5,0,17.5071
45.5,26.5,0,17.5071
45.5,27.5,0,17.5071
45.5,28.5,0,17.5071
45.5,29.5,0,17.5071
45.5,30.5,0,17.5071
45.5,31.5,0,17.5071
45.5,32.5,0,16.5076
45.5,33.5,0,15.5081
45.5,34.5,0,14.5086
45.5,35.5,0,13.5093
45.5,36.5,0,12.51
45.5,37.5,0,11.5109
45.5,38.5,0,10.5119
45.5,39.5,0,9.51315
45.5,40.5,0,8.51469
45.5,41.5,0,7.51665
45.5,42.5,0,6.5192
45.5,43.5,0,5.52268
45.5,44.5,0,4.52769
45.5,45.5,0,3.53553
45.5,46.5,0,2.54951
45.5,47.5,0,1.58114
45.5,48.5,0,9.82499e-310
46.5,0.5,0,7.37319e-313
46.5,1.5,0,1.58114
46.5,2.5,0,2.54951
46.5,3.5,0,3.53553
46.5,4.5,0,4.52769
46.5,5.5,0,5.52268
46.5,6.5,0,6.5192
46.5,7.5,0,7.51665
46.5,8.5,0,8.51469
46.5,9.5,0,9.51315
46.5,10.5,0,10.5119
46.5,11.5,0,11.5109
46.5,12.5,0,12.51
46.5,13.5,0,13.5093
46.5,14.5,0,14.5086
46.5,15.5,0,15.5081
46.5,16.5,0,16.5076
46.5,17.5,0,16.5076
46.5,18.5,0,16.5076
46.5,19.5,0,16.5076
46.5,20.5,0,16.5076
46.5,21.5,0,16.5076
46.5,22.5,0,16.5076
46.5,23.5,0,16.5076
46.5,24.5,0,16.5076
46.5,25.5,0,16.5076
46.5,26.5,0,16.5076
46.5,27.5,0,16.5076
46.5,28.5,0,16.5076
46.5,29.5,0,16.5076
46.5,30.5,0,16.5076
46.5,31.5,0,16.5076
46.5,32.5,0,16.5076
46.5,33.5,0,15.5081
46.5,34.5,0,14.5086
46.5,35.5,0,13.5093
46.5,36.5,0,12.51
46.5,37.5,0,11.5109
46.5,38.5,0,10.5119
46.5,39.5,0,9.51315
46.5,40.5,0,8.51469
46.5,41.5,0,7.51665
46.5,42.5,0,6.5192
46.5,43.5,0,5.52268
46.5,44.5,0,4.52769
46.5,45.5,0,3.53553
46.5,46.5,0,2.54951
46.5,47.5,0,1.58114
46.5,48.5,0,9.82499e-310
47.5,0.5,0,7.37319e-313
47.5,1.5,0,1.58114
47.5,2.5,0,2.54951
47.5,3.5,0,3.53553
47.5,4.5,0,4.52769
47.5,5.5,0,5.52268
47.5,6.5,0,6.5192
47.5,7.5,0,7.51665
47.5,8.5,0,8.51469
47.5,9.5,0,9.51315
47.5,10.5,0,10.5119
47.5,11.5,0,11.5109
47.5,12.5,0,12.51
47.5,13.5,0,13.5093
47.5,14.5,0,14.5086
47.5,15.5,0,15.5081
47.5,16.5,0,15.5081
47.5,17.5,0,15.5081
47.5,18.5,0,15.5081
47.5,19.5,0,15.5081
47.5,20.5,0,15.5081
47.5,21.5,0,15.5081
47.5,22.5,0,15.5081
47.5,23.5,0,15.5081
47.5,24.5,0,15.5081
47.5,25.5,0,15.5081
47.5,26.5,0,15.5081
47.5,27.5,0,15.5081
47.5,28.5,0,15.5081
47.5,29.5,0,15.5081
47.5,30.5,0,15.5081
47.5,31.5,0,15.5081
47.5,32.5,0,15.5081
47.5,33.5,0,15.5081
47.5,34.5,0,14.5086
47.5,35.5,0,13.5093
47.5,36.5,0,12.51
47.5,37.5,0,11.5109
47.5,38.5,0,10.5119
47.5,39.5,0,9.51315
47.5,40.5,0,8.51469
47.5,41.5,0,7.51665
47.5,42.5,0,6.5192
47.5,43.5,0,5.52268
47.5,44.5,0,4.52769
47.5,45.5,0,3.53553
47.5,46.5,0,2.54951
47.5,47.5,0,1.58114
47.5,48.5,0,9.82499e-310
48.5,0.5,0,7.37319e-313
48.5,1.5,0,1.58114
48.5,2.5,0,2.54951
48.5,3.5,0,3.53553
48.5,4.5,0,4.52769
48.5,5.5,0,5.52268
48.5,6.5,0,6.5192
48.5,7.5,0,7.51665
48.5,8.5,0,8.51469
48.5,9.5,0,9.51315
48.5,10.5,0,10.5119
48.5,11.5,0,11.5109
48.5,12.5,0,12.51
48.5,13.5,0,13.5093
48.5,14.5,0,14.5086
48.5,15.5,0,14.5086
48.5,16.5,0,14.5086
48.5,17.5,0,14.5086
48.5,18.5,0,14.5086
48.5,19.5,0,14.5086
48.5,20.5,0,14.5086
48.5,21.5,0,14.5086
48.5,22.5,0,14.5086
48.5,23.5,0,14.5086
48.5,24.5,0,14.5086
48.5,25.5,0,14.5086
48.5,26.5,0,14.5086
48.5,27.5,0,14.5086
48.5,28.5,0,14.5086
48.5,29.5,0,14.5086
48.5,30.5,0,14.5086
48.5,31.5,0,14.5086
48.5,32.5,0,14.5086
48.5,33.5,0,14.5086
48.5,34.5,0,14.5086
48.5,35.5,0,13.5093
48.5,36.5,0,12.51
48.5,37.5,0,11.5109
48.5,38.5,0,10.5119
48.5,39.5,0,9.51315
48.5,40.5,0,8.51469
48.5,41.5,0,7.51665
48.5,42.5,0,6.5192
48.5,43.5,0,5.52268
48.5,44.5,0,4.52769
48.5,45.5,0,3.53553
48.5,46.5,0,2.54951
48.5,47.5,0,1.58114
48.5,48.5,0,9.82499e-310
49.5,0.5,0,7.37319e-313
49.5,1.5,0,1.58114
49.5,2.5,0,2.54951
49.5,3.5,0,3.53553
49.5,4.5,0,4.52769
49.5,5.5,0,5.52268
49.5,6.5,0,6.5192
49.5,7.5,0,7.51665
49.5,8.5,0,8.51469
49.5,9.5,0,9.51315
49.5,10.5,0,10.5119
49.5,11.5,0,11.5109
49.5,12.5,0,12.51
49.5,13.5,0,13.5093
49.5,14.5,0,13.5093
49.5,15.5,0,13.5093
49.5,16.5,0,13.5093
49.5,17.5,0,13.5093
49.5,18.5,0,13.5093
49.5,19.5,0,13.5093
49.5,20.5,0,13.5093
49.5,21.5,0,13.5093
49.5,22.5,0,13.5093
49.5,23.5,0,13.5093
49.5,24.5,0,13.5093
49.5,25.5,0,13.5093
49.5,26.5,0,13.5093
49.5,27.5,0,13.5093
49.5,28.5,0,13.5093
49.5,29.5,0,13.5093
49.5,30.5,0,13.5093
49.5,31.5,0,13.5093
49.5,32.5,0,13.5093
49.5,33.5,0,13.5093
49.5,34.5,0,13.5093
49.5,35.5,0,13.5093
49.5,36.5,0,12.51
49.5,37.5,0,11.5109
49.5,38.5,0,10.5119
49.5,39.5,0,9.51315
49.5,40.5,0,8.51469
49.5,41.5,0,7.51665
49.5,42.5,0,6.5192
49.5,43.5,0,5.52268
49.5,44.5,0,4.52769
49.5,45.5,0,3.53553
49.5,46.5,0,2.54951
49.5,47.5,0,1.58114
49.5,48.5,0,9.82499e-310
50.5,0.5,0,7.37319e-313
50.5,1.5,0,1.58114
50.5,2.5,0,2.54951
50.5,3.5,0,3.53553
50.5,4.5,0,4.52769
50.5,5.5,0,5.52268
50.5,6.5,0,6.5192
50.5,7.5,0,7.51665
50.5,8.5,0,8.51469
50.5,9.5,0,9.51315
50.5,10.5,0,10.5119
50.5,11.5,0,11.5109
50.5,12.5,0,12.51
50.5,13.5,0,12.51
50.5,14.5,0,12.51
50.5,15.5,0,12.51
50.5,16.5,0,12.51
50.5,17.5,0,12.51
50.5,18.5,0,12.51
50.5,19.5,0,12.51
50.5,20.5,0,12.51
50.5,21.5,0,12.51
50.5,22.5,0,12.51
50.5,23.5,0,12.51
50.5,24.5,0,12.51
50.5,25.5,0,12.51
50.5,26.5,0,12.51
50.5,27.5,0,12.51
50.5,28.5,0,12.51
50.5,29.5,0,12.51
50.5,30.5,0,12.51
50.5,31.5,0,12.51
50.5,32.5,0,12.51
50.5,33.5,0,12.51
50.5,34.5,0,12.51
50.5,35.5,0,12.51
50.5,36.5,0,12.51
50.5,37.5,0,11.5109
50.5,38.5,0,10.5119
50.5,39.5,0,9.51315
50.5,40.5,0,8.51469
50.5,41.5,0,7.51665
50.5,42.5,0,6.5192
50.5,43.5,0,5.52268
50.5,44.5,0,4.52769
50.5,45.5,0,3.53553
50.5,46.5,0,2.54951
50.5,47.5,0,1.58114
50.5,48.5,0,9.82499e-310
51.5,0.5,0,7.37319e-313
51.5,1.5,0,1.58114
51.5,2.5,0,2.54951
51.5,3.5,0,3.53553
51.5,4.5,0,4.52769
51.5,5.5,0,5.52268
51.5,6.5,0,6.5192
51.5,7.5,0,7.51665
51.5,8.5,0,8.51469
51.5,9.5,0,9.51315
51.5,10.5,0,10.5119
51.5,11.5,0,11.5109
51.5,12.5,0,11.5109
51.5,13.5,0,11.5109
51.5,14.5,0,11.5109
51.5,15.5,0,11.5109
51.5,16.5,0,11.5109
51.5,17.5,0,11.5109
51.5,18.5,0,11.5109
51.5,19.5,0,11.5109
51.5,20.5,0,11.5109
51.5,21.5,0,11.5109
51.5,22.5,0,11.5109
51.5,23.5,0,11.5109
51.5,24.5,0,11.5109
51.5,25.5,0,11.5109
51.5,26.5,0,11.5109
51.5,27.5,0,11.5109
51.5,28.5,0,11.5109
51.5,29.5,0,11.5109
51.5,30.5,0,11.5109
51.5,31.5,0,11.5109
51.5,32.5,0,11.5109
51.5,33.5,0,11.5109
51.5,34.5,0,11.5109
51.5,35.5,0,11.5109
51.5,36.5,0,11.5109
51.5,37.5,0,11.5109
51.5,38.5,0,10.5119
51.5,39.5,0,9.51315
51.5,40.5,0,8.51469
51.5,41.5,0,7.51665
51.5,42.5,0,6.5192
51.5,43.5,0,5.52268
51.5,44.5,0,4.52769
51.5,45.5,0,3.53553
51.5,46.5,0,2.54951
51.5,47.5,0,1.58114
51.5,48.5,0,9.82499e-310
52.5,0.5,0,7.37319e-313
52.5,1.5,0,1.58114
52.5,2.5,0,2.54951
52.5,3.5,0,3.53553
52.5,4.5,0,4.52769
52.5,5.5,0,5.52268
52.5,6.5,0,6.5192
52.5,7.5,0,7.51665
52.5,8.5,0,8.51469
52.5,9.5,0,9.51315
52.5,10.5,0,10.5119
52.5,11.5,0,10.5119
52.5,12.5,0,10.5119
52.5,13.5,0,10.5119
52.5,14.5,0,10.5119
52.5,15.5,0,10.5119
52.5,16.5,0,10.5119
52.5,17.5,0,10.5119
52.5,18.5,0,10.5119
52.5,19.5,0,10.5119
52.5,20.5,0,10.5119
52.5,21.5,0,10.5119
52.5,22.5,0,10.5119
52.5,23.5,0,10.5119
52.5,24.5,0,10.5119
52.5,25.5,0,10.5119
52.5,26.5,0,10.5119
52.5,27.5,0,10.5119
52.5,28.5,0,10.5119
52.5,29.5,0,10.5119
52.5,30.5,0,10.5119
52.5,31.5,0,10.5119
52.5,32.5,0,10.5119
52.5,33.5,0,10.5119
52.5,34.5,0,10.5119
52.5,35.5,0,10.5119
52.5,36.5,0,10.5119
52.5,37.5,0,10.5119
52.5,38.5,0,10.5119
52.5,39.5,0,9.51315
52.5,40.5,0,8.51469
52.5,41.5,0,7.51665
52.5,42.5,0,6.5192
52.5,43.5,0,5.52268
52.5,44.5,0,4.52769
52.5,45.5,0,3.53553
52.5,46.5,0,2.54951
52.5,47.5,0,1.58114
52.5,48.5,0,9.82499e-310
53.5,0.5,0,7.37319e-313
53.5,1.5,0,1.58114
53.5,2.5,0,2.54951
53.5,3.5,0,3.53553
53.5,4.5,0,4.52769
53.5,5.5,0,5.52268
53.5,6.5,0,6.5192
53.5,7.5,0,7.51665
53.5,8.5,0,8.51469
53.5,9.5,0,9.51315
53.5,10.5,0,9.51315
53.5,11.5,0,9.51315
53.5,12.5,0,9.51315
53.5,13.5,0,9.51315
53.5,14.5,0,9.51315
53.5,15.5,0,9.51315
53.5,16.5,0,9.51315
53.5,17.5,0,9.51315
53.5,18.5,0,9.51315
53.5,19.5,0,9.51315
53.5,20.5,0,9.51315
53.5,21.5,0,9.51315
53.5,22.5,0,9.51315
53.5,23.5,0,9.51315
53.5,24.5,0,9.51315
53.5,25.5,0,9.51315
53.5,26.5,0,9.51315
53.5,27.5,0,9.51315
53.5,28.5,0,9.51315
53.5,29.5,0,9.51315
53.5,30.5,0,9.51315
53.5,31.5,0,9.51315
53.5,32.5,0,9.51315
53.5,33.5,0,9.51315
53.5,34.5,0,9.51315
53.5,35.5,0,9.51315
53.5,36.5,0,9.51315
53.5,37.5,0,9.51315
53.5,38.5,0,9.51315
53.5,39.5,0,9.51315
53.5,40.5,0,8.51469
53.5,41.5,0,7.51665
53.5,42.5,0,6.5192
53.5,43.5,0,5.52268
53.5,44.5,0,4.52769
53.5,45.5,0,3.53553
53.5,46.5,0,2.54951
53.5,47.5,0,1.58114
53.5,48.5,0,9.82499e-310
54.5,0.5,0,7.37319e-313
54.5,1.5,0,1.58114
54.5,2.5,0,2.54951
54.5,3.5,0,3.53553
54.5,4.5,0,4.52769
54.5,5.5,0,5.52268
54.5,6.5,0,6.5192
54.5,7.5,0,7.51665
54.5,8.5,0,8.51469
54.5,9.5,0,8.51469
54.5,10.5,0,8.51469
54.5,11.5,0,8.51469
54.5,12.5,0,8.51469
54.5,13.5,0,8.51469
54.5,14.5,0,8.51469
54.5,15.5,0,8.51469
54.5,16.5,0,8.51469
54.5,17.5,0,8.51469
54.5,18.5,0,8.51469
54.5,19.5,0,8.51469
54.5,20.5,0,8.51469
54.5,21.5,0,8.51469
54.5,22.5,0,8.51469
54.5,23.5,0,8.51469
54.5,24.5,0,8.51469
54.5,25.5,0,8.51469
54.5,26.5,0,8.51469
54.5,27.5,0,8.51469
54.5,28.5,0,8.51469
54.5,29.5,0,8.51469
54.5,30.5,0,8.51469
54.5,31.5,0,8.51469
54.5,32.5,0,8.51469
54.5,33.5,0,8.51469
54.5,34.5,0,8.51469
54.5,35.5,0,8.51469
54.5,36.5,0,8.51469
54.5,37.5,0,8.51469
54.5,38.5,0,8.51469
54.5,39.5,0,8.51469
54.5,40.5,0,8.51469
54.5,41.5,0,7.51665
54.5,42.5,0,6.5192
54.5,43.5,0,5.52268
54.5,44.5,0,4.52769
54.5,45.5,0,3.53553
54.5,46.5,0,2.54951
54.5,47.5,0,1.58114
54.5,48.5,0,9.82499e-310
55.5,0.5,0,7.37319e-313
55.5,1.5,0,1.58114
55.5,2.5,0,2.54951
55.5,3.5,0,3.53553
55.5,4.5,0,4.52769
55.5,5.5,0,5.52268
55.5,6.5,0,6.5192
55.5,7.5,0,7.51665
55.5,8.5,0,7.51665
55.5,9.5,0,7.51665
55.5,10.5,0,7.51665
55.5,11.5,0,7.51665
55.5,12.5,0,7.51665
55.5,13.5,0,7.51665
55.5,14.5,0,7.51665
55.5,15.5,0,7.51665
55.5,16.5,0,7.51665
55.5,17.5,0,7.51665
55.5,18.5,0,7.51665
55.5,19.5,0,7.51665
55.5,20.5,0,7.51665
55.5,21.5,0,7.51665
55.5,22.5,0,7.51665
55.5,23.5,0,7.51665
55.5,24.5,0,7.51665
55.5,25.5,0,7.51665
55.5,26.5,0,7.51665
55.5,27.5,0,7.51665
55.5,28.5,0,7.51665
55.5,29.5,0,7.51665
55.5,30.5,0,7.51665
55.5,31.5,0,7.51665
55.5,32.5,0,7.51665
55.5,33.5,0,7.51665
55.5,34.5,0,7.51665
55.5,35.5,0,7.51665
55.5,36.5,0,7.51665
55.5,37.5,0,7.51665
55.5,38.5,0,7.51665
55.5,39.5,0,7.51665
55.5,40.5,0,7.51665
55.5,41.5,0,7.51665
55.5,42.5,0,6.5192
55.5,43.5,0,5.52268
55.5,44.5,0,4.52769
55.5,45.5,0,3.53553
55.5,46.5,0,2.54951
55.5,47.5,0,1.58114
55.5,48.5,0,9.82499e-310
56.5,0.5,0,7.37319e-313
56.5,1.5,0,1.58114
56.5,2.5,0,2.54951
56.5,3.5,0,3.53553
56.5,4.5,0,4.52769
56.5,5.5,0,5.52268
56.5,6.5,0,6.5192
56.5,7.5,0,6.5192
56.5,8.5,0,6.5192
56.5,9.5,0,6.5192
56.5,10.5,0,6.5192
56.5,11.5,0,6.5192
56.5,12.5,0,6.5192
56.5,13.5,0,6.5192
56.5,14.5,0,6.5192
56.5,15.5,0,6.5192
56.5,16.5,0,6.5192
56.5,17.5,0,6.5192
56.5,18.5,0,6.5192
56.5,19.5,0,6.5192
56.5,20.5,0,6.5192
56.5,21.5,0,6.5192
56.5,22.5,0,6.5192
56.5,23.5,0,6.5192
56.5,24.5,0,6.5192
56.5,25.5,0,6.5192
