x,y,z,Yw(m)
18.5,33.5,0,15.5081
18.5,34.5,0,14.5086
18.5,35.5,0,13.5093
18.5,36.5,0,12.51
18.5,37.5,0,11.5109
18.5,38.5,0,10.5119
18.5,39.5,0,9.51315
18.5,40.5,0,8.51469
18.5,41.5,0,7.51665
18.5,42.5,0,6.5192
18.5,43.5,0,5.52268
18.5,44.5,0,4.52769
18.5,45.5,0,3.53553
18.5,46.5,0,2.54951
18.5,47.5,0,1.58114
18.5,48.5,0,9.82499e-310
19.5,0.5,0,7.37319e-313
19.5,1.5,0,1.58114
19.5,2.5,0,2.54951
19.5,3.5,0,3.53553
19.5,4.5,0,4.52769
19.5,5.5,0,5.52268
19.5,6.5,0,6.5192
19.5,7.5,0,7.51665
19.5,8.5,0,8.51469
19.5,9.5,0,9.51315
19.5,10.5,0,10.5119
19.5,11.5,0,11.5109
19.5,12.5,0,12.51
19.5,13.5,0,13.5093
19.5,14.5,0,14.5086
19.5,15.5,0,15.5081
19.5,16.5,0,16.5076
19.5,17.5,0,17.5071
19.5,18.5,0,18.5068
19.5,19.5,0,19.5064
19.5,20.5,0,19.5064
19.5,21.5,0,19.5064
19.5,22.5,0,19.5064
19.5,23.5,0,19.5064
19.5,24.5,0,19.5064
19.5,25.5,0,19.5064
19.5,26.5,0,19.5064
19.5,27.5,0,19.5064
19.5,28.5,0,19.5064
19.5,29.5,0,19.5064
19.5,30.5,0,18.5068
19.5,31.5,0,17.5071
19.5,32.5,0,16.5076
19.5,33.5,0,15.5081
19.5,34.5,0,14.5086
19.5,35.5,0,13.5093
19.5,36.5,0,12.51
19.5,37.5,0,11.5109
19.5,38.5,0,10.5119
19.5,39.5,0,9.51315
19.5,40.5,0,8.51469
19.5,41.5,0,7.51665
19.5,42.5,0,6.5192
19.5,43.5,0,5.52268
19.5,44.5,0,4.52769
19.5,45.5,0,3.53553
19.5,46.5,0,2.54951
19.5,47.5,0,1.58114
19.5,48.5,0,9.82499e-310
20.5,0.5,0,7.37319e-313
20.5,1.5,0,1.58114
20.5,2.5,0,2.54951
20.5,3.5,0,3.53553
20.5,4.5,0,4.52769
20.5,5.5,0,5.52268
20.5,6.5,0,6.5192
20.5,7.5,0,7.51665
20.5,8.5,0,8.51469
20.5,9.5,0,9.51315
20.5,10.5,0,10.5119
20.5,11.5,0,11.5109
20.5,12.5,0,12.51
20.5,13.5,0,13.5093
20.5,14.5,0,14.5086
20.5,15.5,0,15.5081
20.5,16.5,0,16.5076
20.5,17.5,0,17.5071
20.5,18.5,0,18.5068
20.5,19.5,0,19.5064
20.5,20.5,0,20.5061
20.5,21.5,0,20.5061
20.5,22.5,0,20.5061
20.5,23.5,0,20.5061
20.5,24.5,0,20.5061
20.5,25.5,0,20.5061
20.5,26.5,0,20.5061
20.5,27.5,0,20.5061
20.5,28.5,0,20.5061
20.5,29.5,0,19.5064
20.5,30.5,0,18.5068
20.5,31.5,0,17.5071
20.5,32.5,0,16.5076
20.5,33.5,0,15.5081
20.5,34.5,0,14.5086
20.5,35.5,0,13.5093
20.5,36.5,0,12.51
20.5,37.5,0,11.5109
20.5,38.5,0,10.5119
20.5,39.5,0,9.51315
20.5,40.5,0,8.51469
20.5,41.5,0,7.51665
20.5,42.5,0,6.5192
20.5,43.5,0,5.52268
20.5,44.5,0,4.52769
20.5,45.5,0,3.53553
20.5,46.5,0,2.54951
20.5,47.5,0,1.58114
20.5,48.5,0,9.82499e-310
21.5,0.5,0,7.37319e-313
21.5,1.5,0,1.58114
21.5,2.5,0,2.54951
21.5,3.5,0,3.53553
21.5,4.5,0,4.52769
21.5,5.5,0,5.52268
21.5,6.5,0,6.5192
21.5,7.5,0,7.51665
21.5,8.5,0,8.51469
21.5,9.5,0,9.51315
21.5,10.5,0,10.5119
21.5,11.5,0,11.5109
21.5,12.5,0,12.51
21.5,13.5,0,13.5093
21.5,14.5,0,14.5086
21.5,15.5,0,15.5081
21.5,16.5,0,16.5076
21.5,17.5,0,17.5071
21.5,18.5,0,18.5068
21.5,19.5,0,19.5064
21.5,20.5,0,20.5061
21.5,21.5,0,21.5058
21.5,22.5,0,21.5058
21.5,23.5,0,21.5058
21.5,24.5,0,21.5058
21.5,25.5,0,21.5058
21.5,26.5,0,21.5058
21.5,27.5,0,21.5058
21.5,28.5,0,20.5061
21.5,29.5,0,19.5064
21.5,30.5,0,18.5068
21.5,31.5,0,17.5071
21.5,32.5,0,16.5076
21.5,33.5,0,15.5081
21.5,34.5,0,14.5086
21.5,35.5,0,13.5093
21.5,36.5,0,12.51
21.5,37.5,0,11.5109
21.5,38.5,0,10.5119
21.5,39.5,0,9.51315
21.5,40.5,0,8.51469
21.5,41.5,0,7.51665
21.5,42.5,0,6.5192
21.5,43.5,0,5.52268
21.5,44.5,0,4.52769
21.5,45.5,0,3.53553
21.5,46.5,0,2.54951
21.5,47.5,0,1.58114
21.5,48.5,0,9.82499e-310
22.5,0.5,0,7.37319e-313
22.5,1.5,0,1.58114
22.5,2.5,0,2.54951
22.5,3.5,0,3.53553
22.5,4.5,0,4.52769
22.5,5.5,0,5.52268
22.5,6.5,0,6.5192
22.5,7.5,0,7.51665
22.5,8.5,0,8.51469
22.5,9.5,0,9.51315
22.5,10.5,0,10.5119
22.5,11.5,0,11.5109
22.5,12.5,0,12.51
22.5,13.5,0,13.5093
22.5,14.5,0,14.5086
22.5,15.5,0,15.5081
22.5,16.5,0,16.5076
22.5,17.5,0,17.5071
22.5,18.5,0,18.5068
22.5,19.5,0,19.5064
22.5,20.5,0,20.5061
22.5,21.5,0,21.5058
22.5,22.5,0,22.5056
22.5,23.5,0,22.5056
22.5,24.5,0,22.5056
22.5,25.5,0,22.5056
22.5,26.5,0,22.5056
22.5,27.5,0,21.5058
22.5,28.5,0,20.5061
22.5,29.5,0,19.5064
22.5,30.5,0,18.5068
22.5,31.5,0,17.5071
22.5,32.5,0,16.5076
22.5,33.5,0,15.5081
22.5,34.5,0,14.5086
22.5,35.5,0,13.5093
22.5,36.5,0,12.51
22.5,37.5,0,11.5109
22.5,38.5,0,10.5119
22.5,39.5,0,9.51315
22.5,40.5,0,8.51469
22.5,41.5,0,7.51665
22.5,42.5,0,6.5192
22.5,43.5,0,5.52268
22.5,44.5,0,4.52769
22.5,45.5,0,3.53553
22.5,46.5,0,2.54951
22.5,47.5,0,1.58114
22.5,48.5,0,9.82499e-310
23.5,0.5,0,7.37319e-313
23.5,1.5,0,1.58114
23.5,2.5,0,2.54951
23.5,3.5,0,3.53553
23.5,4.5,0,4.52769
23.5,5.5,0,5.52268
23.5,6.5,0,6.5192
23.5,7.5,0,7.51665
23.5,8.5,0,8.51469
23.5,9.5,0,9.51315
23.5,10.5,0,10.5119
23.5,11.5,0,11.5109
23.5,12.5,0,12.51
23.5,13.5,0,13.5093
23.5,14.5,0,14.5086
23.5,15.5,0,15.5081
23.5,16.5,0,16.5076
23.5,17.5,0,17.5071
23.5,18.5,0,18.5068
23.5,19.5,0,19.5064
23.5,20.5,0,20.5061
23.5,21.5,0,21.5058
23.5,22.5,0,22.5056
23.5,23.5,0,23.5053
23.5,24.5,0,23.5053
23.5,25.5,0,23.5053
23.5,26.5,0,22.5056
23.5,27.5,0,21.5058
23.5,28.5,0,20.5061
23.5,29.5,0,19.5064
23.5,30.5,0,18.5068
23.5,31.5,0,17.5071
23.5,32.5,0,16.5076
23.5,33.5,0,15.5081
23.5,34.5,0,14.5086
23.5,35.5,0,13.5093
23.5,36.5,0,12.51
23.5,37.5,0,11.5109
23.5,38.5,0,10.5119
23.5,39.5,0,9.51315
23.5,40.5,0,8.51469
23.5,41.5,0,7.51665
23.5,42.5,0,6.5192
23.5,43.5,0,5.52268
23.5,44.5,0,4.52769
23.5,45.5,0,3.53553
23.5,46.5,0,2.54951
23.5,47.5,0,1.58114
23.5,48.5,0,9.82499e-310
24.5,0.5,0,7.37319e-313
24.5,1.5,0,1.58114
24.5,2.5,0,2.54951
24.5,3.5,0,3.53553
24.5,4.5,0,4.52769
24.5,5.5,0,5.52268
24.5,6.5,0,6.5192
24.5,7.5,0,7.51665
24.5,8.5,0,8.51469
24.5,9.5,0,9.51315
24.5,10.5,0,10.5119
24.5,11.5,0,11.5109
24.5,12.5,0,12.51
24.5,13.5,0,13.5093
24.5,14.5,0,14.5086
24.5,15.5,0,15.5081
24.5,16.5,0,16.5076
24.5,17.5,0,17.5071
24.5,18.5,0,18.5068
24.5,19.5,0,19.5064
24.5,20.5,0,20.5061
24.5,21.5,0,21.5058
24.5,22.5,0,22.5056
24.5,23.5,0,23.5053
24.5,24.5,0,24.5051
24.5,25.5,0,23.5053
24.5,26.5,0,22.5056
24.5,27.5,0,21.5058
24.5,28.5,0,20.5061
24.5,29.5,0,19.5064
24.5,30.5,0,18.5068
24.5,31.5,0,17.5071
24.5,32.5,0,16.5076
24.5,33.5,0,15.5081
24.5,34.5,0,14.5086
24.5,35.5,0,13.5093
24.5,36.5,0,12.51
24.5,37.5,0,11.5109
24.5,38.5,0,10.5119
24.5,39.5,0,9.51315
24.5,40.5,0,8.51469
24.5,41.5,0,7.51665
24.5,42.5,0,6.5192
24.5,43.5,0,5.52268
24.5,44.5,0,4.52769
24.5,45.5,0,3.53553
24.5,46.5,0,2.54951
24.5,47.5,0,1.58114
24.5,48.5,0,9.82499e-310
25.5,0.5,0,7.37319e-313
25.5,1.5,0,1.58114
25.5,2.5,0,2.54951
25.5,3.5,0,3.53553
25.5,4.5,0,4.52769
25.5,5.5,0,5.52268
25.5,6.5,0,6.5192
25.5,7.5,0,7.51665
25.5,8.5,0,8.51469
25.5,9.5,0,9.51315
25.5,10.5,0,10.5119
25.5,11.5,0,11.5109
25.5,12.5,0,12.51
25.5,13.5,0,13.5093
25.5,14.5,0,14.5086
25.5,15.5,0,15.5081
25.5,16.5,0,16.5076
25.5,17.5,0,17.5071
25.5,18.5,0,18.5068
25.5,19.5,0,19.5064
25.5,20.5,0,20.5061
25.5,21.5,0,21.5058
25.5,22.5,0,22.5056
25.5,23.5,0,23.5053
25.5,24.5,0,24.5051
25.5,25.5,0,23.5053
25.5,26.5,0,22.5056
25.5,27.5,0,21.5058
25.5,28.5,0,20.5061
25.5,29.5,0,19.5064
25.5,30.5,0,18.5068
25.5,31.5,0,17.5071
25.5,32.5,0,16.5076
25.5,33.5,0,15.5081
25.5,34.5,0,14.5086
25.5,35.5,0,13.5093
25.5,36.5,0,12.51
25.5,37.5,0,11.5109
25.5,38.5,0,10.5119
25.5,39.5,0,9.51315
25.5,40.5,0,8.51469
25.5,41.5,0,7.51665
25.5,42.5,0,6.5192
25.5,43.5,0,5.52268
25.5,44.5,0,4.52769
25.5,45.5,0,3.53553
25.5,46.5,0,2.54951
25.5,47.5,0,1.58114
25.5,48.5,0,9.82499e-310
26.5,0.5,0,7.37319e-313
26.5,1.5,0,1.58114
26.5,2.5,0,2.54951
26.5,3.5,0,3.53553
26.5,4.5,0,4.52769
26.5,5.5,0,5.52268
26.5,6.5,0,6.5192
26.5,7.5,0,7.51665
26.5,8.5,0,8.51469
26.5,9.5,0,9.51315
26.5,10.5,0,10.5119
26.5,11.5,0,11.5109
26.5,12.5,0,12.51
26.5,13.5,0,13.5093
26.5,14.5,0,14.5086
26.5,15.5,0,15.5081
26.5,16.5,0,16.5076
26.5,17.5,0,17.5071
26.5,18.5,0,18.5068
26.5,19.5,0,19.5064
26.5,20.5,0,20.5061
26.5,21.5,0,21.5058
26.5,22.5,0,22.5056
26.5,23.5,0,23.5053
26.5,24.5,0,24.5051
26.5,25.5,0,23.5053
26.5,26.5,0,22.5056
26.5,27.5,0,21.5058
26.5,28.5,0,20.5061
26.5,29.5,0,19.5064
26.5,30.5,0,18.5068
26.5,31.5,0,17.5071
26.5,32.5,0,16.5076
26.5,33.5,0,15.5081
26.5,34.5,0,14.5086
26.5,35.5,0,13.5093
26.5,36.5,0,12.51
26.5,37.5,0,11.5109
26.5,38.5,0,10.5119
26.5,39.5,0,9.51315
26.5,40.5,0,8.51469
26.5,41.5,0,7.51665
26.5,42.5,0,6.5192
26.5,43.5,0,5.52268
26.5,44.5,0,4.52769
26.5,45.5,0,3.53553
26.5,46.5,0,2.54951
26.5,47.5,0,1.58114
26.5,48.5,0,9.82499e-310
27.5,0.5,0,7.37319e-313
27.5,1.5,0,1.58114
27.5,2.5,0,2.54951
27.5,3.5,0,3.53553
27.5,4.5,0,4.52769
27.5,5.5,0,5.52268
27.5,6.5,0,6.5192
27.5,7.5,0,7.51665
27.5,8.5,0,8.51469
27.5,9.5,0,9.51315
27.5,10.5,0,10.5119
27.5,11.5,0,11.5109
27.5,12.5,0,12.51
27.5,13.5,0,13.5093
27.5,14.5,0,14.5086
27.5,15.5,0,15.5081
27.5,16.5,0,16.5076
27.5,17.5,0,17.5071
27.5,18.5,0,18.5068
27.5,19.5,0,19.5064
27.5,20.5,0,20.5061
27.5,21.5,0,21.5058
27.5,22.5,0,22.5056
27.5,23.5,0,23.5053
27.5,24.5,0,24.5051
27.5,25.5,0,23.5053
27.5,26.5,0,22.5056
27.5,27.5,0,21.5058
27.5,28.5,0,20.5061
27.5,29.5,0,19.5064
27.5,30.5,0,18.5068
27.5,31.5,0,17.5071
27.5,32.5,0,16.5076
27.5,33.5,0,15.5081
27.5,34.5,0,14.5086
27.5,35.5,0,13.5093
27.5,36.5,0,12.51
27.5,37.5,0,11.5109
27.5,38.5,0,10.5119
27.5,39.5,0,9.51315
27.5,40.5,0,8.51469
27.5,41.5,0,7.51665
27.5,42.5,0,6.5192
27.5,43.5,0,5.52268
27.5,44.5,0,4.52769
27.5,45.5,0,3.53553
27.5,46.5,0,2.54951
27.5,47.5,0,1.58114
27.5,48.5,0,9.82499e-310
28.5,0.5,0,7.37319e-313
28.5,1.5,0,1.58114
28.5,2.5,0,2.54951
28.5,3.5,0,3.53553
28.5,4.5,0,4.52769
28.5,5.5,0,5.52268
28.5,6.5,0,6.5192
28.5,7.5,0,7.51665
28.5,8.5,0,8.51469
28.5,9.5,0,9.51315
28.5,10.5,0,10.5119
28.5,11.5,0,11.5109
28.5,12.5,0,12.51
28.5,13.5,0,13.5093
28.5,14.5,0,14.5086
28.5,15.5,0,15.5081
28.5,16.5,0,16.5076
28.5,17.5,0,17.5071
28.5,18.5,0,18.5068
28.5,19.5,0,19.5064
28.5,20.5,0,20.5061
28.5,21.5,0,21.5058
28.5,22.5,0,22.5056
28.5,23.5,0,23.5053
28.5,24.5,0,24.5051
28.5,25.5,0,23.5053
28.5,26.5,0,22.5056
28.5,27.5,0,21.5058
28.5,28.5,0,20.5061
28.5,29.5,0,19.5064
28.5,30.5,0,18.5068
28.5,31.5,0,17.5071
28.5,32.5,0,16.5076
28.5,33.5,0,15.5081
28.5,34.5,0,14.5086
28.5,35.5,0,13.5093
28.5,36.5,0,12.51
28.5,37.5,0,11.5109
28.5,38.5,0,10.5119
28.5,39.5,0,9.51315
28.5,40.5,0,8.51469
28.5,41.5,0,7.51665
28.5,42.5,0,6.5192
28.5,43.5,0,5.52268
28.5,44.5,0,4.52769
28.5,45.5,0,3.53553
28.5,46.5,0,2.54951
28.5,47.5,0,1.58114
28.5,48.5,0,9.82499e-310
29.5,0.5,0,7.37319e-313
29.5,1.5,0,1.58114
29.5,2.5,0,2.54951
29.5,3.5,0,3.53553
29.5,4.5,0,4.52769
29.5,5.5,0,5.52268
29.5,6.5,0,6.5192
29.5,7.5,0,7.51665
29.5,8.5,0,8.51469
29.5,9.5,0,9.51315
29.5,10.5,0,10.5119
29.5,11.5,0,11.5109
29.5,12.5,0,12.51
29.5,13.5,0,13.5093
29.5,14.5,0,14.5086
29.5,15.5,0,15.5081
29.5,16.5,0,16.5076
29.5,17.5,0,17.5071
29.5,18.5,0,18.5068
29.5,19.5,0,19.5064
29.5,20.5,0,20.5061
29.5,21.5,0,21.5058
29.5,22.5,0,22.5056
29.5,23.5,0,23.5053
29.5,24.5,0,24.5051
29.5,25.5,0,23.5053
29.5,26.5,0,22.5056
29.5,27.5,0,21.5058
29.5,28.5,0,20.5061
29.5,29.5,0,19.5064
29.5,30.5,0,18.5068
29.5,31.5,0,17.5071
29.5,32.5,0,16.5076
29.5,33.5,0,15.5081
29.5,34.5,0,14.5086
29.5,35.5,0,13.5093
29.5,36.5,0,12.51
29.5,37.5,0,11.5109
29.5,38.5,0,10.5119
29.5,39.5,0,9.51315
29.5,40.5,0,8.51469
29.5,41.5,0,7.51665
29.5,42.5,0,6.5192
29.5,43.5,0,5.52268
29.5,44.5,0,4.52769
29.5,45.5,0,3.53553
29.5,46.5,0,2.54951
29.5,47.5,0,1.58114
29.5,48.5,0,9.82499e-310
30.5,0.5,0,7.37319e-313
30.5,1.5,0,1.58114
30.5,2.5,0,2.54951
30.5,3.5,0,3.53553
30.5,4.5,0,4.52769
30.5,5.5,0,5.52268
30.5,6.5,0,6.5192
30.5,7.5,0,7.51665
30.5,8.5,0,8.51469
30.5,9.5,0,9.51315
30.5,10.5,0,10.5119
30.5,11.5,0,11.5109
30.5,12.5,0,12.51
30.5,13.5,0,13.5093
30.5,14.5,0,14.5086
30.5,15.5,0,15.5081
30.5,16.5,0,16.5076
30.5,17.5,0,17.5071
30.5,18.5,0,18.5068
30.5,19.5,0,19.5064
30.5,20.5,0,20.5061
30.5,21.5,0,21.5058
30.5,22.5,0,22.5056
30.5,23.5,0,23.5053
30.5,24.5,0,24.5051
30.5,25.5,0,23.5053
30.5,26.5,0,22.5056
30.5,27.5,0,21.5058
30.5,28.5,0,20.5061
30.5,29.5,0,19.5064
30.5,30.5,0,18.5068
30.5,31.5,0,17.5071
30.5,32.5,0,16.5076
30.5,33.5,0,15.5081
30.5,34.5,0,14.5086
30.5,35.5,0,13.5093
30.5,36.5,0,12.51
30.5,37.5,0,11.5109
30.5,38.5,0,10.5119
30.5,39.5,0,9.51315
30.5,40.5,0,8.51469
30.5,41.5,0,7.51665
30.5,42.5,0,6.5192
30.5,43.5,0,5.52268
30.5,44.5,0,4.52769
30.5,45.5,0,3.53553
30.5,46.5,0,2.54951
30.5,47.5,0,1.58114
30.5,48.5,0,9.82499e-310
31.5,0.5,0,7.37319e-313
31.5,1.5,0,1.58114
31.5,2.5,0,2.54951
31.5,3.5,0,3.53553
31.5,4.5,0,4.52769
31.5,5.5,0,5.52268
31.5,6.5,0,6.5192
31.5,7.5,0,7.51665
31.5,8.5,0,8.51469
31.5,9.5,0,9.51315
31.5,10.5,0,10.5119
31.5,11.5,0,11.5109
31.5,12.5,0,12.51
31.5,13.5,0,13.5093
31.5,14.5,0,14.5086
31.5,15.5,0,15.5081
31.5,16.5,0,16.5076
31.5,17.5,0,17.5071
31.5,18.5,0,18.5068
31.5,19.5,0,19.5064
31.5,20.5,0,20.5061
31.5,21.5,0,21.5058
31.5,22.5,0,22.5056
31.5,23.5,0,23.5053
31.5,24.5,0,24.5051
31.5,25.5,0,23.5053
31.5,26.5,0,22.5056
31.5,27.5,0,21.5058
31.5,28.5,0,20.5061
31.5,29.5,0,19.5064
31.5,30.5,0,18.5068
31.5,31.5,0,17.5071
31.5,32.5,0,16.5076
31.5,33.5,0,15.5081
31.5,34.5,0,14.5086
31.5,35.5,0,13.5093
31.5,36.5,0,12.51
31.5,37.5,0,11.5109
31.5,38.5,0,10.5119
31.5,39.5,0,9.51315
31.5,40.5,0,8.51469
31.5,41.5,0,7.51665
31.5,42.5,0,6.5192
31.5,43.5,0,5.52268
31.5,44.5,0,4.52769
31.5,45.5,0,3.53553
31.5,46.5,0,2.54951
31.5,47.5,0,1.58114
31.5,48.5,0,9.82499e-310
32.5,0.5,0,7.37319e-313
32.5,1.5,0,1.58114
32.5,2.5,0,2.54951
32.5,3.5,0,3.53553
32.5,4.5,0,4.52769
32.5,5.5,0,5.52268
32.5,6.5,0,6.5192
32.5,7.5,0,7.51665
32.5,8.5,0,8.51469
32.5,9.5,0,9.51315
32.5,10.5,0,10.5119
32.5,11.5,0,11.5109
32.5,12.5,0,12.51
32.5,13.5,0,13.5093
32.5,14.5,0,14.5086
32.5,15.5,0,15.5081
32.5,16.5,0,16.5076
32.5,17.5,0,17.5071
32.5,18.5,0,18.5068
32.5,19.5,0,19.5064
32.5,20.5,0,20.5061
32.5,21.5,0,21.5058
32.5,22.5,0,22.5056
32.5,23.5,0,23.5053
32.5,24.5,0,24.5051
32.5,25.5,0,23.5053
32.5,26.5,0,22.5056
32.5,27.5,0,21.5058
32.5,28.5,0,20.5061
32.5,29.5,0,19.5064
32.5,30.5,0,18.5068
32.5,31.5,0,17.5071
32.5,32.5,0,16.5076
32.5,33.5,0,15.5081
32.5,34.5,0,14.5086
32.5,35.5,0,13.5093
32.5,36.5,0,12.51
32.5,37.5,0,11.5109
32.5,38.5,0,10.5119
32.5,39.5,0,9.51315
32.5,40.5,0,8.51469
32.5,41.5,0,7.51665
32.5,42.5,0,6.5192
32.5,43.5,0,5.52268
32.5,44.5,0,4.52769
32.5,45.5,0,3.53553
32.5,46.5,0,2.54951
32.5,47.5,0,1.58114
32.5,48.5,0,9.82499e-310
33.5,0.5,0,7.37319e-313
33.5,1.5,0,1.58114
33.5,2.5,0,2.54951
33.5,3.5,0,3.53553
33.5,4.5,0,4.52769
33.5,5.5,0,5.52268
33.5,6.5,0,6.5192
33.5,7.5,0,7.51665
33.5,8.5,0,8.51469
33.5,9.5,0,9.51315
33.5,10.5,0,10.5119
33.5,11.5,0,11.5109
33.5,12.5,0,12.51
33.5,13.5,0,13.5093
33.5,14.5,0,14.5086
33.5,15.5,0,15.5081
33.5,16.5,0,16.5076
33.5,17.5,0,17.5071
33.5,18.5,0,18.5068
33.5,19.5,0,19.5064
33.5,20.5,0,20.5061
33.5,21.5,0,21.5058
33.5,22.5,0,22.5056
33.5,23.5,0,23.5053
33.5,24.5,0,24.5051
33.5,25.5,0,23.5053
33.5,26.5,0,22.5056
33.5,27.5,0,21.5058
33.5,28.5,0,20.5061
33.5,29.5,0,19.5064
33.5,30.5,0,18.5068
33.5,31.5,0,17.5071
33.5,32.5,0,16.5076
33.5,33.5,0,15.5081
33.5,34.5,0,14.5086
33.5,35.5,0,13.5093
33.5,36.5,0,12.51
33.5,37.5,0,11.5109
33.5,38.5,0,10.5119
33.5,39.5,0,9.51315
33.5,40.5,0,8.51469
33.5,41.5,0,7.51665
33.5,42.5,0,6.5192
33.5,43.5,0,5.52268
33.5,44.5,0,4.52769
33.5,45.5,0,3.53553
33.5,46.5,0,2.54951
33.5,47.5,0,1.58114
33.5,48.5,0,9.82499e-310
34.5,0.5,0,7.37319e-313
34.5,1.5,0,1.58114
34.5,2.5,0,2.54951
34.5,3.5,0,3.53553
34.5,4.5,0,4.52769
34.5,5.5,0,5.52268
34.5,6.5,0,6.5192
34.5,7.5,0,7.51665
34.5,8.5,0,8.51469
34.5,9.5,0,9.51315
34.5,10.5,0,10.5119
34.5,11.5,0,11.5109
34.5,12.5,0,12.51
34.5,13.5,0,13.5093
34.5,14.5,0,14.5086
34.5,15.5,0,15.5081
34.5,16.5,0,16.5076
34.5,17.5,0,17.5071
34.5,18.5,0,18.5068
34.5,19.5,0,19.5064
34.5,20.5,0,20.5061
34.5,21.5,0,21.5058
34.5,22.5,0,22.5056
34.5,23.5,0,23.5053
34.5,24.5,0,24.5051
34.5,25.5,0,23.5053
34.5,26.5,0,22.5056
34.5,27.5,0,21.5058
34.5,28.5,0,20.5061
34.5,29.5,0,19.5064
34.5,30.5,0,18.5068
34.5,31.5,0,17.5071
34.5,32.5,0,16.5076
34.5,33.5,0,15.5081
34.5,34.5,0,14.5086
34.5,35.5,0,13.5093
34.5,36.5,0,12.51
34.5,37.5,0,11.5109
34.5,38.5,0,10.5119
34.5,39.5,0,9.51315
34.5,40.5,0,8.51469
34.5,41.5,0,7.51665
34.5,42.5,0,6.5192
34.5,43.5,0,5.52268
34.5,44.5,0,4.52769
34.5,45.5,0,3.53553
34.5,46.5,0,2.54951
34.5,47.5,0,1.58114
34.5,48.5,0,9.82499e-310
35.5,0.5,0,7.37319e-313
35.5,1.5,0,1.58114
35.5,2.5,0,2.54951
35.5,3.5,0,3.53553
35.5,4.5,0,4.52769
35.5,5.5,0,5.52268
35.5,6.5,0,6.5192
35.5,7.5,0,7.51665
35.5,8.5,0,8.51469
35.5,9.5,0,9.51315
35.5,10.5,0,10.5119
35.5,11.5,0,11.5109
35.5,12.5,0,12.51
35.5,13.5,0,13.5093
35.5,14.5,0,14.5086
35.5,15.5,0,15.5081
35.5,16.5,0,16.5076
35.5,17.5,0,17.5071
35.5,18.5,0,18.5068
35.5,19.5,0,19.5064
35.5,20.5,0,20.5061
35.5,21.5,0,21.5058
35.5,22.5,0,22.5056
35.5,23.5,0,23.5053
35.5,24.5,0,24.5051
35.5,25.5,0,23.5053
35.5,26.5,0,22.5056
35.5,27.5,0,21.5058
35.5,28.5,0,20.5061
35.5,29.5,0,19.5064
35.5,30.5,0,18.5068
35.5,31.5,0,17.5071
35.5,32.5,0,16.5076
35.5,33.5,0,15.5081
35.5,34.5,0,14.5086
35.5,35.5,0,13.5093
35.5,36.5,0,12.51
35.5,37.5,0,11.5109
35.5,38.5,0,10.5119
35.5,39.5,0,9.51315
35.5,40.5,0,8.51469
35.5,41.5,0,7.51665
35.5,42.5,0,6.5192
35.5,43.5,0,5.52268
35.5,44.5,0,4.52769
35.5,45.5,0,3.53553
35.5,46.5,0,2.54951
35.5,47.5,0,1.58114
35.5,48.5,0,9.82499e-310
36.5,0.5,0,7.37319e-313
36.5,1.5,0,1.58114
36.5,2.5,0,2.54951
36.5,3.5,0,3.53553
36.5,4.5,0,4.52769
36.5,5.5,0,5.52268
36.5,6.5,0,6.5192
36.5,7.5,0,7.51665
36.5,8.5,0,8.51469
36.5,9.5,0,9.51315
36.5,10.5,0,10.5119
36.5,11.5,0,11.5109
36.5,12.5,0,12.51
36.5,13.5,0,13.5093
36.5,14.5,0,14.5086
36.5,15.5,0,15.5081
36.5,16.5,0,16.5076
36.5,17.5,0,17.5071
36.5,18.5,0,18.5068
36.5,19.5,0,19.5064
36.5,20.5,0,20.5061
36.5,21.5,0,21.5058
36.5,22.5,0,22.5056
36.5,23.5,0,23.5053
36.5,24.5,0,24.5051
36.5,25.5,0,23.5053
36.5,26.5,0,22.5056
36.5,27.5,0,21.5058
36.5,28.5,0,20.5061
36.5,29.5,0,19.5064
36.5,30.5,0,18.5068
36.5,31.5,0,17.5071
36.5,32.5,0,16.5076
36.5,33.5,0,15.5081
36.5,34.5,0,14.5086
36.5,35.5,0,13.5093
36.5,36.5,0,12.51
36.5,37.5,0,11.5109
36.5,38.5,0,10.5119
36.5,39.5,0,9.51315
36.5,40.5,0,8.51469
36.5,41.5,0,7.51665
36.5,42.5,0,6.5192
36.5,43.5,0,5.52268
36.5,44.5,0,4.52769
36.5,45.5,0,3.53553
36.5,46.5,0,2.54951
36.5,47.5,0,1.58114
36.5,48.5,0,9.82499e-310
37.5,0.5,0,7.37319e-313
37.5,1.5,0,1.58114
37.5,2.5,0,2.54951
37.5,3.5,0,3.53553
37.5,4.5,0,4.52769
37.5,5.5,0,5.52268
37.5,6.5,0,6.5192
37.5,7.5,0,7.51665
37.5,8.5,0,8.51469
37.5,9.5,0,9.51315
37.5,10.5,0,10.5119
37.5,11.5,0,11.5109
37.5,12.5,0,12.51
37.5,13.5,0,13.5093
37.5,14.5,0,14.5086
37.5,15.5,0,15.5081
37.5,16.5,0,16.5076
37.5,17.5,0,17.5071
37.5,18.5,0,18.5068
37.5,19.5,0,19.5064
37.5,20.5,0,20.5061
37.5,21.5,0,21.5058
37.5,22.5,0,22.5056
37.5,23.5,0,23.5053
37.5,24.5,0,24.5051
37.5,25.5,0,23.5053
37.5,26.5,0,22.5056
37.5,27.5,0,21.5058
37.5,28.5,0,20.5061
