x,y,z,T(K)
30.5,25.5,0,339.992
30.5,26.5,0,333.894
30.5,27.5,0,327.811
30.5,28.5,0,321.744
30.5,29.5,0,315.693
30.5,30.5,0,309.657
30.5,31.5,0,303.636
30.5,32.5,0,297.629
30.5,33.5,0,291.636
30.5,34.5,0,285.656
30.5,35.5,0,279.689
30.5,36.5,0,273.735
30.5,37.5,0,267.791
30.5,38.5,0,261.859
30.5,39.5,0,255.936
30.5,40.5,0,250.023
30.5,41.5,0,244.118
30.5,42.5,0,238.221
30.5,43.5,0,232.329
30.5,44.5,0,226.444
30.5,45.5,0,220.563
30.5,46.5,0,214.685
30.5,47.5,0,208.81
30.5,48.5,0,202.936
31.5,0.5,0,496.814
31.5,1.5,0,490.442
31.5,2.5,0,484.072
31.5,3.5,0,477.705
31.5,4.5,0,471.341
31.5,5.5,0,464.981
31.5,6.5,0,458.627
31.5,7.5,0,452.28
31.5,8.5,0,445.94
31.5,9.5,0,439.608
31.5,10.5,0,433.286
31.5,11.5,0,426.973
31.5,12.5,0,420.672
31.5,13.5,0,414.381
31.5,14.5,0,408.103
31.5,15.5,0,401.838
31.5,16.5,0,395.586
31.5,17.5,0,389.349
31.5,18.5,0,383.125
31.5,19.5,0,376.917
31.5,20.5,0,370.723
31.5,21.5,0,364.545
31.5,22.5,0,358.383
31.5,23.5,0,352.237
31.5,24.5,0,346.107
31.5,25.5,0,339.992
31.5,26.5,0,333.894
31.5,27.5,0,327.811
31.5,28.5,0,321.744
31.5,29.5,0,315.693
31.5,30.5,0,309.657
31.5,31.5,0,303.636
31.5,32.5,0,297.629
31.5,33.5,0,291.636
31.5,34.5,0,285.656
31.5,35.5,0,279.689
31.5,36.5,0,273.735
31.5,37.5,0,267.791
31.5,38.5,0,261.859
31.5,39.5,0,255.936
31.5,40.5,0,250.023
31.5,41.5,0,244.118
31.5,42.5,0,238.221
31.5,43.5,0,232.329
31.5,44.5,0,226.444
31.5,45.5,0,220.563
31.5,46.5,0,214.685
31.5,47.5,0,208.81
31.5,48.5,0,202.936
32.5,0.5,0,496.814
32.5,1.5,0,490.442
32.5,2.5,0,484.072
32.5,3.5,0,477.705
32.5,4.5,0,471.341
32.5,5.5,0,464.981
32.5,6.5,0,458.627
32.5,7.5,0,452.28
32.5,8.5,0,445.94
32.5,9.5,0,439.608
32.5,10.5,0,433.286
32.5,11.5,0,426.973
32.5,12.5,0,420.672
32.5,13.5,0,414.381
32.5,14.5,0,408.103
32.5,15.5,0,401.838
32.5,16.5,0,395.586
32.5,17.5,0,389.349
32.5,18.5,0,383.125
32.5,19.5,0,376.917
32.5,20.5,0,370.723
32.5,21.5,0,364.545
32.5,22.5,0,358.383
32.5,23.5,0,352.237
32.5,24.5,0,346.107
32.5,25.5,0,339.992
32.5,26.5,0,333.894
32.5,27.5,0,327.811
32.5,28.5,0,321.744
32.5,29.5,0,315.693
32.5,30.5,0,309.657
32.5,31.5,0,303.636
32.5,32.5,0,297.629
32.5,33.5,0,291.636
32.5,34.5,0,285.656
32.5,35.5,0,279.689
32.5,36.5,0,273.735
32.5,37.5,0,267.791
32.5,38.5,0,261.859
32.5,39.5,0,255.936
32.5,40.5,0,250.023
32.5,41.5,0,244.118
32.5,42.5,0,238.221
32.5,43.5,0,232.329
32.5,44.5,0,226.444
32.5,45.5,0,220.563
32.5,46.5,0,214.685
32.5,47.5,0,208.81
32.5,48.5,0,202.936
33.5,0.5,0,496.814
33.5,1.5,0,490.442
33.5,2.5,0,484.072
33.5,3.5,0,477.705
33.5,4.5,0,471.341
33.5,5.5,0,464.981
33.5,6.5,0,458.627
33.5,7.5,0,452.28
33.5,8.5,0,445.94
33.5,9.5,0,439.608
33.5,10.5,0,433.286
33.5,11.5,0,426.973
33.5,12.5,0,420.672
33.5,13.5,0,414.381
33.5,14.5,0,408.103
33.5,15.5,0,401.838
33.5,16.5,0,395.586
33.5,17.5,0,389.349
33.5,18.5,0,383.125
33.5,19.5,0,376.917
33.5,20.5,0,370.723
33.5,21.5,0,364.545
33.5,22.5,0,358.383
33.5,23.5,0,352.237
33.5,24.5,0,346.107
33.5,25.5,0,339.992
33.5,26.5,0,333.894
33.5,27.5,0,327.811
33.5,28.5,0,321.744
33.5,29.5,0,315.693
33.5,30.5,0,309.657
33.5,31.5,0,303.636
33.5,32.5,0,297.629
33.5,33.5,0,291.636
33.5,34.5,0,285.656
33.5,35.5,0,279.689
33.5,36.5,0,273.735
33.5,37.5,0,267.791
33.5,38.5,0,261.859
33.5,39.5,0,255.936
33.5,40.5,0,250.023
33.5,41.5,0,244.118
33.5,42.5,0,238.221
33.5,43.5,0,232.329
33.5,44.5,0,226.444
33.5,45.5,0,220.563
33.5,46.5,0,214.685
33.5,47.5,0,208.81
33.5,48.5,0,202.936
34.5,0.5,0,496.814
34.5,1.5,0,490.442
34.5,2.5,0,484.072
34.5,3.5,0,477.705
34.5,4.5,0,471.341
34.5,5.5,0,464.981
34.5,6.5,0,458.627
34.5,7.5,0,452.28
34.5,8.5,0,445.94
34.5,9.5,0,439.608
34.5,10.5,0,433.286
34.5,11.5,0,426.973
34.5,12.5,0,420.672
34.5,13.5,0,414.381
34.5,14.5,0,408.103
34.5,15.5,0,401.838
34.5,16.5,0,395.586
34.5,17.5,0,389.349
34.5,18.5,0,383.125
34.5,19.5,0,376.917
34.5,20.5,0,370.723
34.5,21.5,0,364.545
34.5,22.5,0,358.383
34.5,23.5,0,352.237
34.5,24.5,0,346.107
34.5,25.5,0,339.992
34.5,26.5,0,333.894
34.5,27.5,0,327.811
34.5,28.5,0,321.744
34.5,29.5,0,315.693
34.5,30.5,0,309.657
34.5,31.5,0,303.636
34.5,32.5,0,297.629
34.5,33.5,0,291.636
34.5,34.5,0,285.656
34.5,35.5,0,279.689
34.5,36.5,0,273.735
34.5,37.5,0,267.791
34.5,38.5,0,261.859
34.5,39.5,0,255.936
34.5,40.5,0,250.023
34.5,41.5,0,244.118
34.5,42.5,0,238.221
34.5,43.5,0,232.329
34.5,44.5,0,226.444
34.5,45.5,0,220.563
34.5,46.5,0,214.685
34.5,47.5,0,208.81
34.5,48.5,0,202.936
35.5,0.5,0,496.814
35.5,1.5,0,490.442
35.5,2.5,0,484.072
35.5,3.5,0,477.705
35.5,4.5,0,471.341
35.5,5.5,0,464.981
35.5,6.5,0,458.627
35.5,7.5,0,452.28
35.5,8.5,0,445.94
35.5,9.5,0,439.608
35.5,10.5,0,433.286
35.5,11.5,0,426.973
35.5,12.5,0,420.672
35.5,13.5,0,414.381
35.5,14.5,0,408.103
35.5,15.5,0,401.838
35.5,16.5,0,395.586
35.5,17.5,0,389.349
35.5,18.5,0,383.125
35.5,19.5,0,376.917
35.5,20.5,0,370.723
35.5,21.5,0,364.545
35.5,22.5,0,358.383
35.5,23.5,0,352.237
35.5,24.5,0,346.107
35.5,25.5,0,339.992
35.5,26.5,0,333.894
35.5,27.5,0,327.811
35.5,28.5,0,321.744
35.5,29.5,0,315.693
35.5,30.5,0,309.657
35.5,31.5,0,303.636
35.5,32.5,0,297.629
35.5,33.5,0,291.636
35.5,34.5,0,285.656
35.5,35.5,0,279.689
35.5,36.5,0,273.735
35.5,37.5,0,267.791
35.5,38.5,0,261.859
35.5,39.5,0,255.936
35.5,40.5,0,250.023
35.5,41.5,0,244.118
35.5,42.5,0,238.221
35.5,43.5,0,232.329
35.5,44.5,0,226.444
35.5,45.5,0,220.563
35.5,46.5,0,214.685
35.5,47.5,0,208.81
35.5,48.5,0,202.936
36.5,0.5,0,496.814
36.5,1.5,0,490.442
36.5,2.5,0,484.072
36.5,3.5,0,477.705
36.5,4.5,0,471.341
36.5,5.5,0,464.981
36.5,6.5,0,458.627
36.5,7.5,0,452.28
36.5,8.5,0,445.94
36.5,9.5,0,439.608
36.5,10.5,0,433.286
36.5,11.5,0,426.973
36.5,12.5,0,420.672
36.5,13.5,0,414.381
36.5,14.5,0,408.103
36.5,15.5,0,401.838
36.5,16.5,0,395.586
36.5,17.5,0,389.349
36.5,18.5,0,383.125
36.5,19.5,0,376.917
36.5,20.5,0,370.723
36.5,21.5,0,364.545
36.5,22.5,0,358.383
36.5,23.5,0,352.237
36.5,24.5,0,346.107
36.5,25.5,0,339.992
36.5,26.5,0,333.894
36.5,27.5,0,327.811
36.5,28.5,0,321.744
36.5,29.5,0,315.693
36.5,30.5,0,309.657
36.5,31.5,0,303.636
36.5,32.5,0,297.629
36.5,33.5,0,291.636
36.5,34.5,0,285.656
36.5,35.5,0,279.689
36.5,36.5,0,273.735
36.5,37.5,0,267.791
36.5,38.5,0,261.859
36.5,39.5,0,255.936
36.5,40.5,0,250.023
36.5,41.5,0,244.118
36.5,42.5,0,238.221
36.5,43.5,0,232.329
36.5,44.5,0,226.444
36.5,45.5,0,220.563
36.5,46.5,0,214.685
36.5,47.5,0,208.81
36.5,48.5,0,202.936
37.5,0.5,0,496.814
37.5,1.5,0,490.442
37.5,2.5,0,484.072
37.5,3.5,0,477.705
37.5,4.5,0,471.341
37.5,5.5,0,464.981
37.5,6.5,0,458.627
37.5,7.5,0,452.28
37.5,8.5,0,445.94
37.5,9.5,0,439.608
37.5,10.5,0,433.286
37.5,11.5,0,426.973
37.5,12.5,0,420.672
37.5,13.5,0,414.381
37.5,14.5,0,408.103
37.5,15.5,0,401.838
37.5,16.5,0,395.586
37.5,17.5,0,389.349
37.5,18.5,0,383.125
37.5,19.5,0,376.917
37.5,20.5,0,370.723
37.5,21.5,0,364.545
37.5,22.5,0,358.383
37.5,23.5,0,352.237
37.5,24.5,0,346.107
37.5,25.5,0,339.992
37.5,26.5,0,333.894
37.5,27.5,0,327.811
37.5,28.5,0,321.744
37.5,29.5,0,315.693
37.5,30.5,0,309.657
37.5,31.5,0,303.636
37.5,32.5,0,297.629
37.5,33.5,0,291.636
37.5,34.5,0,285.656
37.5,35.5,0,279.689
37.5,36.5,0,273.735
37.5,37.5,0,267.791
37.5,38.5,0,261.859
37.5,39.5,0,255.936
37.5,40.5,0,250.023
37.5,41.5,0,244.118
37.5,42.5,0,238.221
37.5,43.5,0,232.329
37.5,44.5,0,226.444
37.5,45.5,0,220.563
37.5,46.5,0,214.685
37.5,47.5,0,208.81
37.5,48.5,0,202.936
38.5,0.5,0,496.814
38.5,1.5,0,490.442
38.5,2.5,0,484.072
38.5,3.5,0,477.705
38.5,4.5,0,471.341
38.5,5.5,0,464.981
38.5,6.5,0,458.627
38.5,7.5,0,452.28
38.5,8.5,0,445.94
38.5,9.5,0,439.608
38.5,10.5,0,433.286
38.5,11.5,0,426.973
38.5,12.5,0,420.672
38.5,13.5,0,414.381
38.5,14.5,0,408.103
38.5,15.5,0,401.838
38.5,16.5,0,395.586
38.5,17.5,0,389.349
38.5,18.5,0,383.125
38.5,19.5,0,376.917
38.5,20.5,0,370.723
38.5,21.5,0,364.545
38.5,22.5,0,358.383
38.5,23.5,0,352.237
38.5,24.5,0,346.107
38.5,25.5,0,339.992
38.5,26.5,0,333.894
38.5,27.5,0,327.811
38.5,28.5,0,321.744
38.5,29.5,0,315.693
38.5,30.5,0,309.657
38.5,31.5,0,303.636
38.5,32.5,0,297.629
38.5,33.5,0,291.636
38.5,34.5,0,285.656
38.5,35.5,0,279.689
38.5,36.5,0,273.735
38.5,37.5,0,267.791
38.5,38.5,0,261.859
38.5,39.5,0,255.936
38.5,40.5,0,250.023
38.5,41.5,0,244.118
38.5,42.5,0,238.221
38.5,43.5,0,232.329
38.5,44.5,0,226.444
38.5,45.5,0,220.563
38.5,46.5,0,214.685
38.5,47.5,0,208.81
38.5,48.5,0,202.936
39.5,0.5,0,496.814
39.5,1.5,0,490.442
39.5,2.5,0,484.072
39.5,3.5,0,477.705
39.5,4.5,0,471.341
39.5,5.5,0,464.981
39.5,6.5,0,458.627
39.5,7.5,0,452.28
39.5,8.5,0,445.94
39.5,9.5,0,439.608
39.5,10.5,0,433.286
39.5,11.5,0,426.973
39.5,12.5,0,420.672
39.5,13.5,0,414.381
39.5,14.5,0,408.103
39.5,15.5,0,401.838
39.5,16.5,0,395.586
39.5,17.5,0,389.349
39.5,18.5,0,383.125
39.5,19.5,0,376.917
39.5,20.5,0,370.723
39.5,21.5,0,364.545
39.5,22.5,0,358.383
39.5,23.5,0,352.237
39.5,24.5,0,346.107
39.5,25.5,0,339.992
39.5,26.5,0,333.894
39.5,27.5,0,327.811
39.5,28.5,0,321.744
39.5,29.5,0,315.693
39.5,30.5,0,309.657
39.5,31.5,0,303.636
39.5,32.5,0,297.629
39.5,33.5,0,291.636
39.5,34.5,0,285.656
39.5,35.5,0,279.689
39.5,36.5,0,273.735
39.5,37.5,0,267.791
39.5,38.5,0,261.859
39.5,39.5,0,255.936
39.5,40.5,0,250.023
39.5,41.5,0,244.118
39.5,42.5,0,238.221
39.5,43.5,0,232.329
39.5,44.5,0,226.444
39.5,45.5,0,220.563
39.5,46.5,0,214.685
39.5,47.5,0,208.81
39.5,48.5,0,202.936
40.5,0.5,0,496.814
40.5,1.5,0,490.442
40.5,2.5,0,484.072
40.5,3.5,0,477.705
40.5,4.5,0,471.341
40.5,5.5,0,464.981
40.5,6.5,0,458.627
40.5,7.5,0,452.28
40.5,8.5,0,445.94
40.5,9.5,0,439.608
40.5,10.5,0,433.286
40.5,11.5,0,426.973
40.5,12.5,0,420.672
40.5,13.5,0,414.381
40.5,14.5,0,408.103
40.5,15.5,0,401.838
40.5,16.5,0,395.586
40.5,17.5,0,389.349
40.5,18.5,0,383.125
40.5,19.5,0,376.917
40.5,20.5,0,370.723
40.5,21.5,0,364.545
40.5,22.5,0,358.383
40.5,23.5,0,352.237
40.5,24.5,0,346.107
40.5,25.5,0,339.992
40.5,26.5,0,333.894
40.5,27.5,0,327.811
40.5,28.5,0,321.744
40.5,29.5,0,315.693
40.5,30.5,0,309.657
40.5,31.5,0,303.636
40.5,32.5,0,297.629
40.5,33.5,0,291.636
40.5,34.5,0,285.656
40.5,35.5,0,279.689
40.5,36.5,0,273.735
40.5,37.5,0,267.791
40.5,38.5,0,261.859
40.5,39.5,0,255.936
40.5,40.5,0,250.023
40.5,41.5,0,244.118
40.5,42.5,0,238.221
40.5,43.5,0,232.329
40.5,44.5,0,226.444
40.5,45.5,0,220.563
40.5,46.5,0,214.685
40.5,47.5,0,208.81
40.5,48.5,0,202.936
41.5,0.5,0,496.814
41.5,1.5,0,490.442
41.5,2.5,0,484.072
41.5,3.5,0,477.705
41.5,4.5,0,471.341
41.5,5.5,0,464.981
41.5,6.5,0,458.627
41.5,7.5,0,452.28
41.5,8.5,0,445.94
41.5,9.5,0,439.608
41.5,10.5,0,433.286
41.5,11.5,0,426.973
41.5,12.5,0,420.672
41.5,13.5,0,414.381
41.5,14.5,0,408.103
41.5,15.5,0,401.838
41.5,16.5,0,395.586
41.5,17.5,0,389.349
41.5,18.5,0,383.125
41.5,19.5,0,376.917
41.5,20.5,0,370.723
41.5,21.5,0,364.545
41.5,22.5,0,358.383
41.5,23.5,0,352.237
41.5,24.5,0,346.107
41.5,25.5,0,339.992
41.5,26.5,0,333.894
41.5,27.5,0,327.811
41.5,28.5,0,321.744
41.5,29.5,0,315.693
41.5,30.5,0,309.657
41.5,31.5,0,303.636
41.5,32.5,0,297.629
41.5,33.5,0,291.636
41.5,34.5,0,285.656
41.5,35.5,0,279.689
41.5,36.5,0,273.735
41.5,37.5,0,267.791
41.5,38.5,0,261.859
41.5,39.5,0,255.936
41.5,40.5,0,250.023
41.5,41.5,0,244.118
41.5,42.5,0,238.221
41.5,43.5,0,232.329
41.5,44.5,0,226.444
41.5,45.5,0,220.563
41.5,46.5,0,214.685
41.5,47.5,0,208.81
41.5,48.5,0,202.936
42.5,0.5,0,496.814
42.5,1.5,0,490.442
42.5,2.5,0,484.072
42.5,3.5,0,477.705
42.5,4.5,0,471.341
42.5,5.5,0,464.981
42.5,6.5,0,458.627
42.5,7.5,0,452.28
42.5,8.5,0,445.94
42.5,9.5,0,439.608
42.5,10.5,0,433.286
42.5,11.5,0,426.973
42.5,12.5,0,420.672
42.5,13.5,0,414.381
42.5,14.5,0,408.103
42.5,15.5,0,401.838
42.5,16.5,0,395.586
42.5,17.5,0,389.349
42.5,18.5,0,383.125
42.5,19.5,0,376.917
42.5,20.5,0,370.723
42.5,21.5,0,364.545
42.5,22.5,0,358.383
42.5,23.5,0,352.237
42.5,24.5,0,346.107
42.5,25.5,0,339.992
42.5,26.5,0,333.894
42.5,27.5,0,327.811
42.5,28.5,0,321.744
42.5,29.5,0,315.693
42.5,30.5,0,309.657
42.5,31.5,0,303.636
42.5,32.5,0,297.629
42.5,33.5,0,291.636
42.5,34.5,0,285.656
42.5,35.5,0,279.689
42.5,36.5,0,273.735
42.5,37.5,0,267.791
42.5,38.5,0,261.859
42.5,39.5,0,255.936
42.5,40.5,0,250.023
42.5,41.5,0,244.118
42.5,42.5,0,238.221
42.5,43.5,0,232.329
42.5,44.5,0,226.444
42.5,45.5,0,220.563
42.5,46.5,0,214.685
42.5,47.5,0,208.81
42.5,48.5,0,202.936
43.5,0.5,0,496.814
43.5,1.5,0,490.442
43.5,2.5,0,484.072
43.5,3.5,0,477.705
43.5,4.5,0,471.341
43.5,5.5,0,464.981
43.5,6.5,0,458.627
43.5,7.5,0,452.28
43.5,8.5,0,445.94
43.5,9.5,0,439.608
43.5,10.5,0,433.286
43.5,11.5,0,426.973
43.5,12.5,0,420.672
43.5,13.5,0,414.381
43.5,14.5,0,408.103
43.5,15.5,0,401.838
43.5,16.5,0,395.586
43.5,17.5,0,389.349
43.5,18.5,0,383.125
43.5,19.5,0,376.917
43.5,20.5,0,370.723
43.5,21.5,0,364.545
43.5,22.5,0,358.383
43.5,23.5,0,352.237
43.5,24.5,0,346.107
43.5,25.5,0,339.992
43.5,26.5,0,333.894
43.5,27.5,0,327.811
43.5,28.5,0,321.744
43.5,29.5,0,315.693
43.5,30.5,0,309.657
43.5,31.5,0,303.636
43.5,32.5,0,297.629
43.5,33.5,0,291.636
43.5,34.5,0,285.656
43.5,35.5,0,279.689
43.5,36.5,0,273.735
43.5,37.5,0,267.791
43.5,38.5,0,261.859
43.5,39.5,0,255.936
43.5,40.5,0,250.023
43.5,41.5,0,244.118
43.5,42.5,0,238.221
43.5,43.5,0,232.329
43.5,44.5,0,226.444
43.5,45.5,0,220.563
43.5,46.5,0,214.685
43.5,47.5,0,208.81
43.5,48.5,0,202.936
44.5,0.5,0,496.814
44.5,1.5,0,490.442
44.5,2.5,0,484.072
44.5,3.5,0,477.705
44.5,4.5,0,471.341
44.5,5.5,0,464.981
44.5,6.5,0,458.627
44.5,7.5,0,452.28
44.5,8.5,0,445.94
44.5,9.5,0,439.608
44.5,10.5,0,433.286
44.5,11.5,0,426.973
44.5,12.5,0,420.672
44.5,13.5,0,414.381
44.5,14.5,0,408.103
44.5,15.5,0,401.838
44.5,16.5,0,395.586
44.5,17.5,0,389.349
44.5,18.5,0,383.125
44.5,19.5,0,376.917
44.5,20.5,0,370.723
44.5,21.5,0,364.545
44.5,22.5,0,358.383
44.5,23.5,0,352.237
44.5,24.5,0,346.107
44.5,25.5,0,339.992
44.5,26.5,0,333.894
44.5,27.5,0,327.811
44.5,28.5,0,321.744
44.5,29.5,0,315.693
44.5,30.5,0,309.657
44.5,31.5,0,303.636
44.5,32.5,0,297.629
44.5,33.5,0,291.636
44.5,34.5,0,285.656
44.5,35.5,0,279.689
44.5,36.5,0,273.735
44.5,37.5,0,267.791
44.5,38.5,0,261.859
44.5,39.5,0,255.936
44.5,40.5,0,250.023
44.5,41.5,0,244.118
44.5,42.5,0,238.221
44.5,43.5,0,232.329
44.5,44.5,0,226.444
44.5,45.5,0,220.563
44.5,46.5,0,214.685
44.5,47.5,0,208.81
44.5,48.5,0,202.936
45.5,0.5,0,496.814
45.5,1.5,0,490.442
45.5,2.5,0,484.072
45.5,3.5,0,477.705
45.5,4.5,0,471.341
45.5,5.5,0,464.981
45.5,6.5,0,458.627
45.5,7.5,0,452.28
45.5,8.5,0,445.94
45.5,9.5,0,439.608
45.5,10.5,0,433.286
45.5,11.5,0,426.973
45.5,12.5,0,420.672
45.5,13.5,0,414.381
45.5,14.5,0,408.103
45.5,15.5,0,401.838
45.5,16.5,0,395.586
45.5,17.5,0,389.349
45.5,18.5,0,383.125
45.5,19.5,0,376.917
45.5,20.5,0,370.723
45.5,21.5,0,364.545
45.5,22.5,0,358.383
45.5,23.5,0,352.237
45.5,24.5,0,346.107
45.5,25.5,0,339.992
45.5,26.5,0,333.894
45.5,27.5,0,327.811
45.5,28.5,0,321.744
45.5,29.5,0,315.693
45.5,30.5,0,309.657
45.5,31.5,0,303.636
45.5,32.5,0,297.629
45.5,33.5,0,291.636
45.5,34.5,0,285.656
45.5,35.5,0,279.689
45.5,36.5,0,273.735
45.5,37.5,0,267.791
45.5,38.5,0,261.859
45.5,39.5,0,255.936
45.5,40.5,0,250.023
45.5,41.5,0,244.118
45.5,42.5,0,238.221
45.5,43.5,0,232.329
45.5,44.5,0,226.444
45.5,45.5,0,220.563
45.5,46.5,0,214.685
45.5,47.5,0,208.81
45.5,48.5,0,202.936
46.5,0.5,0,496.814
46.5,1.5,0,490.442
46.5,2.5,0,484.072
46.5,3.5,0,477.705
46.5,4.5,0,471.341
46.5,5.5,0,464.981
46.5,6.5,0,458.627
46.5,7.5,0,452.28
46.5,8.5,0,445.94
46.5,9.5,0,439.608
46.5,10.5,0,433.286
46.5,11.5,0,426.973
46.5,12.5,0,420.672
46.5,13.5,0,414.381
46.5,14.5,0,408.103
46.5,15.5,0,401.838
46.5,16.5,0,395.586
46.5,17.5,0,389.349
46.5,18.5,0,383.125
46.5,19.5,0,376.917
46.5,20.5,0,370.723
46.5,21.5,0,364.545
46.5,22.5,0,358.383
46.5,23.5,0,352.237
46.5,24.5,0,346.107
46.5,25.5,0,339.992
46.5,26.5,0,333.894
46.5,27.5,0,327.811
46.5,28.5,0,321.744
46.5,29.5,0,315.693
46.5,30.5,0,309.657
46.5,31.5,0,303.636
46.5,32.5,0,297.629
46.5,33.5,0,291.636
46.5,34.5,0,285.656
46.5,35.5,0,279.689
46.5,36.5,0,273.735
46.5,37.5,0,267.791
46.5,38.5,0,261.859
46.5,39.5,0,255.936
46.5,40.5,0,250.023
46.5,41.5,0,244.118
46.5,42.5,0,238.221
46.5,43.5,0,232.329
46.5,44.5,0,226.444
46.5,45.5,0,220.563
46.5,46.5,0,214.685
46.5,47.5,0,208.81
46.5,48.5,0,202.936
47.5,0.5,0,496.814
47.5,1.5,0,490.442
47.5,2.5,0,484.072
47.5,3.5,0,477.705
47.5,4.5,0,471.341
47.5,5.5,0,464.981
47.5,6.5,0,458.627
47.5,7.5,0,452.28
47.5,8.5,0,445.94
47.5,9.5,0,439.608
47.5,10.5,0,433.286
47.5,11.5,0,426.973
47.5,12.5,0,420.672
47.5,13.5,0,414.381
47.5,14.5,0,408.103
47.5,15.5,0,401.838
47.5,16.5,0,395.586
47.5,17.5,0,389.349
47.5,18.5,0,383.125
47.5,19.5,0,376.917
47.5,20.5,0,370.723
47.5,21.5,0,364.545
47.5,22.5,0,358.383
47.5,23.5,0,352.237
47.5,24.5,0,346.107
47.5,25.5,0,339.992
47.5,26.5,0,333.894
47.5,27.5,0,327.811
47.5,28.5,0,321.744
47.5,29.5,0,315.693
47.5,30.5,0,309.657
47.5,31.5,0,303.636
47.5,32.5,0,297.629
47.5,33.5,0,291.636
47.5,34.5,0,285.656
47.5,35.5,0,279.689
47.5,36.5,0,273.735
47.5,37.5,0,267.791
47.5,38.5,0,261.859
47.5,39.5,0,255.936
47.5,40.5,0,250.023
47.5,41.5,0,244.118
47.5,42.5,0,238.221
47.5,43.5,0,232.329
47.5,44.5,0,226.444
47.5,45.5,0,220.563
47.5,46.5,0,214.685
47.5,47.5,0,208.81
47.5,48.5,0,202.936
48.5,0.5,0,496.814
48.5,1.5,0,490.442
48.5,2.5,0,484.072
48.5,3.5,0,477.705
48.5,4.5,0,471.341
48.5,5.5,0,464.981
48.5,6.5,0,458.627
48.5,7.5,0,452.28
48.5,8.5,0,445.94
48.5,9.5,0,439.608
48.5,10.5,0,433.286
48.5,11.5,0,426.973
48.5,12.5,0,420.672
48.5,13.5,0,414.381
48.5,14.5,0,408.103
48.5,15.5,0,401.838
48.5,16.5,0,395.586
48.5,17.5,0,389.349
48.5,18.5,0,383.125
48.5,19.5,0,376.917
48.5,20.5,0,370.723
48.5,21.5,0,364.545
48.5,22.5,0,358.383
48.5,23.5,0,352.237
48.5,24.5,0,346.107
48.5,25.5,0,339.992
48.5,26.5,0,333.894
48.5,27.5,0,327.811
48.5,28.5,0,321.744
48.5,29.5,0,315.693
48.5,30.5,0,309.657
48.5,31.5,0,303.636
48.5,32.5,0,297.629
48.5,33.5,0,291.636
48.5,34.5,0,285.656
48.5,35.5,0,279.689
48.5,36.5,0,273.735
48.5,37.5,0,267.791
48.5,38.5,0,261.859
48.5,39.5,0,255.936
48.5,40.5,0,250.023
48.5,41.5,0,244.118
48.5,42.5,0,238.221
48.5,43.5,0,232.329
48.5,44.5,0,226.444
48.5,45.5,0,220.563
48.5,46.5,0,214.685
48.5,47.5,0,208.81
48.5,48.5,0,202.936
49.5,0.5,0,496.814
49.5,1.5,0,490.442
49.5,2.5,0,484.072
49.5,3.5,0,477.705
49.5,4.5,0,471.341
49.5,5.5,0,464.981
49.5,6.5,0,458.627
49.5,7.5,0,452.28
49.5,8.5,0,445.94
49.5,9.5,0,439.608
49.5,10.5,0,433.286
49.5,11.5,0,426.973
49.5,12.5,0,420.672
49.5,13.5,0,414.381
49.5,14.5,0,408.103
49.5,15.5,0,401.838
49.5,16.5,0,395.586
49.5,17.5,0,389.349
49.5,18.5,0,383.125
49.5,19.5,0,376.917
49.5,20.5,0,370.723
49.5,21.5,0,364.545
49.5,22.5,0,358.383
49.5,23.5,0,352.237
49.5,24.5,0,346.107
49.5,25.5,0,339.992
49.5,26.5,0,333.894
49.5,27.5,0,327.811
49.5,28.5,0,321.744
49.5,29.5,0,315.693
49.5,30.5,0,309.657
49.5,31.5,0,303.636
49.5,32.5,0,297.629
49.5,33.5,0,291.636
49.5,34.5,0,285.656
49.5,35.5,0,279.689
49.5,36.5,0,273.735
49.5,37.5,0,267.791
49.5,38.5,0,261.859
49.5,39.5,0,255.936
49.5,40.5,0,250.023
49.5,41.5,0,244.118
49.5,42.5,0,238.221
49.5,43.5,0,232.329
49.5,44.5,0,226.444
49.5,45.5,0,220.563
49.5,46.5,0,214.685
49.5,47.5,0,208.81
49.5,48.5,0,202.936
50.5,0.5,0,496.814
50.5,1.5,0,490.442
50.5,2.5,0,484.072
50.5,3.5,0,477.705
50.5,4.5,0,471.341
50.5,5.5,0,464.981
50.5,6.5,0,458.627
50.5,7.5,0,452.28
50.5,8.5,0,445.94
50.5,9.5,0,439.608
50.5,10.5,0,433.286
50.5,11.5,0,426.973
50.5,12.5,0,420.672
50.5,13.5,0,414.381
50.5,14.5,0,408.103
50.5,15.5,0,401.838
50.5,16.5,0,395.586
50.5,17.5,0,389.349
50.5,18.5,0,383.125
50.5,19.5,0,376.917
50.5,20.5,0,370.723
50.5,21.5,0,364.545
50.5,22.5,0,358.383
50.5,23.5,0,352.237
50.5,24.5,0,346.107
50.5,25.5,0,339.992
50.5,26.5,0,333.894
50.5,27.5,0,327.811
50.5,28.5,0,321.744
50.5,29.5,0,315.693
50.5,30.5,0,309.657
50.5,31.5,0,303.636
50.5,32.5,0,297.629
50.5,33.5,0,291.636
50.5,34.5,0,285.656
50.5,35.5,0,279.689
50.5,36.5,0,273.735
50.5,37.5,0,267.791
50.5,38.5,0,261.859
50.5,39.5,0,255.936
50.5,40.5,0,250.023
50.5,41.5,0,244.118
50.5,42.5,0,238.221
50.5,43.5,0,232.329
